Class,Weight,Height
0,68.781904045890,162.31047252130
0,73.84701701751,241.893563180437
0,74.110105391784,212.7408555565
0,71.730978403337,220.04247030307
0,69.881795861115,206.349800623871
0,67.253015687806,152.212155757083
0,68.785081251661,183.927888604031
0,68.348515511587,167.971110489509
0,67.01894966288,175.92944039571
0,63.456493978366,156.399676387112
0,71.195382282974,186.604925560358
0,71.640805119220,213.741169489411
0,64.766329133405,167.127461073476
0,69.283070096720,189.446181386738
0,69.243732229811,186.434168021239
0,67.645619700421,172.186930058117
0,72.418316625987,196.028506330482
0,63.97432572106,172.883470208780
0,69.640059899752,185.983957573130
0,67.936004854009,182.426648013226
0,67.915050193820,174.115929081393
0,69.439439868039,197.73142161472
0,66.149131960878,149.173566007975
0,75.205973614221,228.761780615196
0,67.893196338604,162.006651848287
0,68.144032798200,192.343976579187
0,69.089631428925,184.435174408406
0,72.800843516500,206.828189420354
0,67.421242281716,175.213922399227
0,68.496415356882,154.342638925955
0,68.618110550205,187.506843155807
0,74.033807621667,212.910225325521
0,71.528216035570,195.032243233835
0,69.180161099569,205.183621341371
0,69.57720236540,204.164125484101
0,70.400928888476,192.903515074649
0,69.076171167535,197.488242598925
0,67.193523282722,183.810973232751
0,65.807315654930,163.851824878622
0,64.304187891559,163.108017147583
0,67.974336227196,172.135597406825
0,72.189425959213,194.045404898059
0,65.270345524039,168.617746204292
0,66.090177376272,161.193432596622
0,67.510321515713,164.660277264007
0,70.104786255157,188.922303151274
0,68.251836440867,187.060552163801
0,72.172709115797,209.070863390252
0,69.179857618877,192.014335412005
0,72.87036014723,211.342496819640
0,64.782582977987,165.611626182250
0,70.183549887483,201.071918099568
0,68.491450252939,173.423960346601
0,67.330830881016,181.407679285937
0,66.990944082523,169.737707400252
0,66.499549900249,163.309528309674
0,68.353056646398,189.710209942456
0,70.774459070397,192.124847346168
0,71.215923669470,198.1984641076
0,70.013365349067,209.526499837126
0,71.403182220758,198.759792659859
0,69.552005094831,198.079523654438
0,73.818534557769,195.290612189727
0,66.9968827522,164.943302997003
0,71.418465893090,179.863902339297
0,65.279300209004,155.250420694049
0,68.274191474228,184.519391248574
0,72.765369946342,220.678041465283
0,68.099379800346,183.31265530722
0,68.896706072169,196.451312291183
0,69.289509963305,184.595608300273
0,70.523224523456,207.532838518544
0,69.663725226517,177.200928752348
0,67.595268807915,163.108002209381
0,72.508120380103,216.218230112735
0,71.252985603808,204.655493822323
0,71.809186889366,200.920571219495
0,72.245165479251,220.901769881142
0,66.512627660934,196.449860340782
0,66.029034004818,168.640810039015
0,67.57715394273,181.432713008126
0,68.246568601624,198.658673326418
0,73.826127002630,237.916735863185
0,69.802464360490,173.041255909233
0,65.959577784898,160.683916639879
0,71.079017575745,188.602919070666
0,66.596196537207,208.345694035109
0,68.951535092824,193.435118452271
0,68.244461792306,174.109693790620
0,72.316825122845,197.368589249335
0,71.815420449530,201.620666747742
0,65.237049518838,181.011973240364
0,70.640530090729,182.122485978660
0,64.73192559725,177.549263423371
0,67.103551182407,164.974580682475
0,65.117484888045,165.717112190107
0,71.701234023017,193.094163543063
0,66.832878205927,180.683886970857
0,66.471275261518,172.773722928412
0,69.411526220603,177.470616229738
0,70.052177474524,200.818737313254
0,66.743604651963,167.739775344302
0,66.274329115414,154.395624779233
0,68.32844799291,177.984728603887
0,70.075888195234,183.938856956780
0,68.732988148734,179.204782068600
0,67.55605126187,158.567987385418
0,66.253632534793,166.503531642942
0,69.182202680575,171.983677611956
0,67.609104941639,174.36418237859
0,69.292738021886,187.745351863374
0,68.190684007703,201.487962380610
0,71.607085798890,204.927012136803
0,69.196857510331,178.685546470181
0,67.261960979061,164.014427741951
0,73.685193399999,223.270004412371
0,69.537215007294,202.958306269835
0,68.311559841468,189.391785609949
0,67.738963466439,178.170555578466
0,71.705762601100,223.299335239803
0,63.632264603786,167.028706658323
0,68.721198455686,180.468682011870
0,66.949341650186,164.439145622362
0,62.706989735316,149.969618421042
0,72.258408923599,192.910266551722
0,70.908653062667,201.883998700574
0,67.60984360168,179.868025984495
0,70.801558955694,196.467724673936
0,69.304769045073,187.551649491386
0,66.242898341155,171.69315968571
0,67.492192977273,191.699604784328
0,65.806248291358,165.850647784905
0,71.443705661542,185.662741323862
0,68.464405822314,178.281800729884
0,63.9879246049,150.979051250134
0,71.001897685845,209.929323430504
0,68.139724192552,174.157804341493
0,68.39540024812,179.878977102334
0,68.096219745016,167.747141247633
0,68.140590355920,183.044660372103
0,68.860090308743,169.556820782151
0,66.148852542230,173.431672660432
0,66.206032052958,180.889554609418
0,67.432120214687,183.508932854723
0,69.47110603124,205.977910165675
0,70.515859694346,183.759845192649
0,71.338376039955,201.954495466668
0,71.001944767353,216.120094736912
0,66.20234770627,159.390323744187
0,72.543307045388,210.336424661861
0,67.479351758041,178.618350159953
0,65.350410555810,146.739797635802
0,70.844062420888,195.937014974314
0,69.938475259311,170.175853813004
0,64.739815482992,169.654054121188
0,69.308402880393,198.378693643572
0,68.838462859872,179.907716915983
0,61.937323267682,147.263686501559
0,68.593335535118,176.984251121287
0,65.218575578077,185.467788373205
0,64.333648106984,177.49380233889
0,68.748906701739,169.827477419625
0,72.489655400408,198.581698249799
0,67.233930918255,203.350339274846
0,67.26360484326,193.217672687431
0,65.118504283173,178.134945178843
0,66.262820038163,162.779583404690
0,67.701679659627,159.286510598869
0,65.53069596669,172.114311951227
0,69.868969809204,201.837042594883
0,68.48187536473,170.352329550626
0,72.213963345719,205.389760708631
0,68.179532694072,169.787768075943
0,71.981206542870,200.437310528735
0,66.065136732730,178.588954037204
0,66.656164169818,168.014029738329
0,67.599424195290,177.766425839946
0,68.24594409383,193.277623999542
0,64.80862144071,162.379540639612
0,67.492218269840,183.383824391458
0,68.180730706865,181.056095285359
0,69.55338490290,210.871798957101
0,66.402249668360,165.568499073011
0,66.592157114687,196.148449846229
0,71.935886582848,202.046425151919
0,68.287041727881,170.413602496365
0,69.955451195163,201.948085296608
0,71.851129145402,193.386984552842
0,65.755498640673,179.855689615225
0,67.031852078982,156.489934998191
0,76.709834857859,235.035418820022
0,72.571121371295,230.560534959742
0,69.728804897367,203.895654986365
0,72.79922400458,218.216396639014
0,72.539354071941,222.667177921523
0,72.294743384416,208.474865890573
0,67.253324815863,180.779780013772
0,75.944460376001,231.924748509110
0,66.316231918744,170.593858104457
0,71.156053490043,188.271456288347
0,71.192202286947,196.061529163376
0,72.197512007164,214.603584170431
0,75.140821433931,224.124271329560
0,64.411529359721,158.579397323387
0,64.734424358077,166.501114745286
0,63.414587137954,160.140615622405
0,67.848665233568,176.172634254583
0,65.931784828,174.485294666451
0,70.966550436342,193.906498798923
0,67.580747277293,186.991606706801
0,68.58927043790,173.595796099507
0,70.324753444150,193.346560303991
0,72.394480405107,208.436509038226
0,70.820856714525,206.032977800797
0,65.903301261025,172.57523095707
0,74.795375021827,232.635402847360
0,67.680919034257,177.24014549544
0,67.155962768730,175.646690214202
0,71.774841224840,212.626102288605
0,64.665231944966,166.969204009677
0,68.122768362375,196.414415275124
0,66.78692723952,165.431242225646
0,66.80584983674,176.565818557689
0,67.886013798027,174.652034715810
0,69.173576919243,195.237529301091
0,70.224923326379,205.684438396274
0,64.855799177553,158.341442360480
0,67.821093271542,169.081008273884
0,63.440247467086,135.655875865835
0,71.848434847903,218.157469450706
0,66.728073647086,155.899541329016
0,71.968305652060,201.528177430467
0,76.021347476096,235.926060648678
0,71.476101282601,195.392617577504
0,67.369808644868,176.636163567362
0,70.555243759549,198.460248600108
0,69.867101281447,185.716910023673
0,67.947570042162,177.347779818472
0,74.10455886371,215.759703523821
0,69.16783629953,187.022420301570
0,66.55722857270,171.587884316854
0,66.701604990107,172.839809078093
0,67.246064954382,168.280286893893
0,69.051385484997,163.820488927750
0,70.672747176730,190.023434180521
0,65.498995121408,156.869951668729
0,65.187220853562,172.606482559614
0,67.568143006082,169.063982994918
0,73.815385688233,231.374508117238
0,71.60656420844,207.250476751691
0,67.72474923594,172.152772178008
0,68.23113195218,199.827758022834
0,65.929421710073,168.090412215803
0,71.548495709663,197.819614833288
0,69.164381122036,196.892315040706
0,68.597659323958,180.221780102342
0,71.057510885785,189.134012435934
0,63.644059581499,158.422717319974
0,71.182455395636,208.922682655891
0,66.128673169849,187.141119453372
0,65.057373115097,157.582431535246
0,68.091374358846,181.644444983884
0,70.99314389904,204.746678174754
0,74.221174877624,231.130189759308
0,69.327118179588,186.258429614423
0,64.931342194084,181.093869638880
0,68.346842314543,198.920979667801
0,70.929125084469,203.370463215939
0,61.477809201593,161.028752141872
0,68.490812718518,189.806681842181
0,72.049889870818,200.202828506602
0,72.521667025776,221.862650308484
0,71.23391139333,214.060148220865
0,72.259115186259,201.701421617410
0,67.565039904565,187.187093632233
0,72.2676069949,196.527466895855
0,62.600247997552,151.720703729313
0,66.236437291775,167.297530251137
0,69.650437412368,198.843695964623
0,69.285921406172,178.789547981921
0,70.725278737350,193.539252115985
0,68.828614959990,197.737905022318
0,66.014428233500,184.461811520982
0,66.414882060389,155.194771686925
0,66.615624391712,160.991989871194
0,68.034821782103,189.084461735075
0,70.502398044094,172.985777146208
0,69.157729493086,195.895256857188
0,70.795022613622,215.746455305230
0,65.194377123341,166.707373059357
0,74.785714319092,239.464342902696
0,71.066906276159,184.279245833050
0,69.33419778595,199.983890906512
0,69.899203950622,191.412231132701
0,64.425193791782,169.109401417791
0,67.8521306986,194.744522494038
0,67.54906948804,183.266533117893
0,74.767446844933,210.369908709756
0,71.418945986364,198.042483889936
0,67.120344386206,172.664090375104
0,69.859587912026,197.070856157865
0,68.430813391410,190.505810039573
0,67.933482607023,184.555483105293
0,68.495343155272,179.929816647941
0,65.244143410653,159.503219765390
0,70.1853520469,197.884507071155
0,71.104133164530,217.269605198307
0,68.447578543062,187.907425986628
0,65.420576824050,176.861684237851
0,67.700788113718,185.148202101777
