Gender, Weight, Height
"Male",68.781904045890,162.31047252130
"Male",73.84701701751,241.893563180437
"Male",74.110105391784,212.7408555565
"Male",71.730978403337,220.04247030307
"Male",69.881795861115,206.349800623871
"Male",67.253015687806,152.212155757083
"Male",68.785081251661,183.927888604031
"Male",68.348515511587,167.971110489509
"Male",67.01894966288,175.92944039571
"Male",63.456493978366,156.399676387112
"Male",71.195382282974,186.604925560358
"Male",71.640805119220,213.741169489411
"Male",64.766329133405,167.127461073476
"Male",69.283070096720,189.446181386738
"Male",69.243732229811,186.434168021239
"Male",67.645619700421,172.186930058117
"Male",72.418316625987,196.028506330482
"Male",63.97432572106,172.883470208780
"Male",69.640059899752,185.983957573130
"Male",67.936004854009,182.426648013226
"Male",67.915050193820,174.115929081393
"Male",69.439439868039,197.73142161472
"Male",66.149131960878,149.173566007975
"Male",75.205973614221,228.761780615196
"Male",67.893196338604,162.006651848287
"Male",68.144032798200,192.343976579187
"Male",69.089631428925,184.435174408406
"Male",72.800843516500,206.828189420354
"Male",67.421242281716,175.213922399227
"Male",68.496415356882,154.342638925955
"Male",68.618110550205,187.506843155807
"Male",74.033807621667,212.910225325521
"Male",71.528216035570,195.032243233835
"Male",69.180161099569,205.183621341371
"Male",69.57720236540,204.164125484101
"Male",70.400928888476,192.903515074649
"Male",69.076171167535,197.488242598925
"Male",67.193523282722,183.810973232751
"Male",65.807315654930,163.851824878622
"Male",64.304187891559,163.108017147583
"Male",67.974336227196,172.135597406825
"Male",72.189425959213,194.045404898059
"Male",65.270345524039,168.617746204292
"Male",66.090177376272,161.193432596622
"Male",67.510321515713,164.660277264007
"Male",70.104786255157,188.922303151274
"Male",68.251836440867,187.060552163801
"Male",72.172709115797,209.070863390252
"Male",69.179857618877,192.014335412005
"Male",72.87036014723,211.342496819640
"Male",64.782582977987,165.611626182250
"Male",70.183549887483,201.071918099568
"Male",68.491450252939,173.423960346601
"Male",67.330830881016,181.407679285937
"Male",66.990944082523,169.737707400252
"Male",66.499549900249,163.309528309674
"Male",68.353056646398,189.710209942456
"Male",70.774459070397,192.124847346168
"Male",71.215923669470,198.1984641076
"Male",70.013365349067,209.526499837126
"Male",71.403182220758,198.759792659859
"Male",69.552005094831,198.079523654438
"Male",73.818534557769,195.290612189727
"Male",66.9968827522,164.943302997003
"Male",71.418465893090,179.863902339297
"Male",65.279300209004,155.250420694049
"Male",68.274191474228,184.519391248574
"Male",72.765369946342,220.678041465283
"Male",68.099379800346,183.31265530722
"Male",68.896706072169,196.451312291183
"Male",69.289509963305,184.595608300273
"Male",70.523224523456,207.532838518544
"Male",69.663725226517,177.200928752348
"Male",67.595268807915,163.108002209381
"Male",72.508120380103,216.218230112735
"Male",71.252985603808,204.655493822323
"Male",71.809186889366,200.920571219495
"Male",72.245165479251,220.901769881142
"Male",66.512627660934,196.449860340782
"Male",66.029034004818,168.640810039015
"Male",67.57715394273,181.432713008126
"Male",68.246568601624,198.658673326418
"Male",73.826127002630,237.916735863185
"Male",69.802464360490,173.041255909233
"Male",65.959577784898,160.683916639879
"Male",71.079017575745,188.602919070666
"Male",66.596196537207,208.345694035109
"Male",68.951535092824,193.435118452271
"Male",68.244461792306,174.109693790620
"Male",72.316825122845,197.368589249335
"Male",71.815420449530,201.620666747742
"Male",65.237049518838,181.011973240364
"Male",70.640530090729,182.122485978660
"Male",64.73192559725,177.549263423371
"Male",67.103551182407,164.974580682475
"Male",65.117484888045,165.717112190107
"Male",71.701234023017,193.094163543063
"Male",66.832878205927,180.683886970857
"Male",66.471275261518,172.773722928412
"Male",69.411526220603,177.470616229738
"Male",70.052177474524,200.818737313254
"Male",66.743604651963,167.739775344302
"Male",66.274329115414,154.395624779233
"Male",68.32844799291,177.984728603887
"Male",70.075888195234,183.938856956780
"Male",68.732988148734,179.204782068600
"Male",67.55605126187,158.567987385418
"Male",66.253632534793,166.503531642942
"Male",69.182202680575,171.983677611956
"Male",67.609104941639,174.36418237859
"Male",69.292738021886,187.745351863374
"Male",68.190684007703,201.487962380610
"Male",71.607085798890,204.927012136803
"Male",69.196857510331,178.685546470181
"Male",67.261960979061,164.014427741951
"Male",73.685193399999,223.270004412371
"Male",69.537215007294,202.958306269835
"Male",68.311559841468,189.391785609949
"Male",67.738963466439,178.170555578466
"Male",71.705762601100,223.299335239803
"Male",63.632264603786,167.028706658323
"Male",68.721198455686,180.468682011870
"Male",66.949341650186,164.439145622362
"Male",62.706989735316,149.969618421042
"Male",72.258408923599,192.910266551722
"Male",70.908653062667,201.883998700574
"Male",67.60984360168,179.868025984495
"Male",70.801558955694,196.467724673936
"Male",69.304769045073,187.551649491386
"Male",66.242898341155,171.69315968571
"Male",67.492192977273,191.699604784328
"Male",65.806248291358,165.850647784905
"Male",71.443705661542,185.662741323862
"Male",68.464405822314,178.281800729884
"Male",63.9879246049,150.979051250134
"Male",71.001897685845,209.929323430504
"Male",68.139724192552,174.157804341493
"Male",68.39540024812,179.878977102334
